ID	chviCounts_noRep.csv	cabrCounts_noRep.csv	stluCounts_noRep.csv	arjaCounts_noRep.csv	lothCounts_noRep.csv	angeCounts_noRep.csv	glsoCounts_noRep.csv	noleCounts_noRep.csv	moblCounts_noRep.csv	mawaCounts_noRep.csv	ptpaCounts_noRep.csv	deroCounts_noRep.csv
TM254	0	86.646	486.936	13.813	6.237	3.451	148.743	7.134	19.657	18	4.073	0
CASP7	1	23	17.047	4	7.38	1	17	43.528	12.767	1.998	15.784	2
TKFC	0	2	36.992	6.667	4.216	99	2.385	32.979	28.628	0	77.896	4.062
FYV1	1	34	4.597	8	1	7	2	0	17.467	3	18.274	2
DPTOR	0	292.93	233	161.09	75.353	146.889	374.762	679.711	42.11	530	9.909	0
RAB2A	1194.53	0	378.351	862.527	2089.677	7.71	1187.689	1748.172	664.362	159	12.528	554.986
ZBT17	0	0	0	31	29	1.492	20	4.723	44.125	108	72.545	112
FA20C	102	18	215	0	10	33.443	52	123	5.587	225	25.61	6
ATF1	73.44	297.586	49.588	221.033	3.432	216.538	3.355	179.622	16.564	0	51.937	154.067
ERP44	28.53	3.461	97.683	71.187	159.459	271.451	13.642	157.906	734.722	5.813	27.788	146.538
S4A7	41.947	11.562	44.376	316.458	15.236	147.851	65.169	2.324	66.422	1.858	0	138
AAK1	0	14	2.121	10	25	11.132	8	3.066	15.587	6	20.956	2
TCEA1	48.77	772.006	1416.735	942	418.635	449.967	0	18.953	1717.98	492	55.975	488.411
F177A	157.157	82	408	108.173	200.094	46.974	129.968	344.222	6.067	1	1.49	193
PCP	86.869	74	17.163	18	263.197	12	35.835	48.355	2.565	2.634	74.462	0
TACC3	11.167	23.109	67.847	0	17.381	0	1	12.532	32.216	9	3	16.038
RN150	0	9	110.264	2	211.297	3	0	3	2.599	11	0	6
ASND1	242.973	15.453	45.009	151.979	128.196	233.289	34.802	161.765	339.912	6.711	762.806	141.108
PANK4	9.755	58.976	235.065	71.894	188	24	194.434	4.19	0	204	20.348	257
ZNF23	81.648	48.891	4.129	28	10.26	2	0	38.656	11.174	0	17.296	2
ZN526	75	23	14.401	48.59	8	6.087	0	196	2.497	53	209.315	1.669
ARH	10.373	0	112.668	222.229	326.309	147	8	56.151	0	320	101.761	199
ZNF16	23	0	4.562	0	0	2	34.494	11	0	9	34.096	13
SESQ2	129	4	20.182	22.807	0	1	3	66	256.939	0	10	25
LRCH1	0	0	72.136	5.602	0	0	13	190.179	9.257	61	7	11
NUP88	138.358	233	82.441	505.105	111.992	0	25	8.983	119.715	140	263.078	118
NFAC2	2.9	1	0	1.199	3	2.827	36	3	3	7	8.745	0
SRP54	437.539	5.981	30.209	0	106.912	0	327.486	16.032	12.777	160.718	78.572	413.386
MAFK	268	183	110.019	143	307	25.256	27.921	0	553	162.717	109.987	3
CASQ1	216	171.578	3652.387	6136.111	1904.266	5.016	203.783	1512.999	2416.988	59.113	1183.608	365.876
EI24	1021.778	360.387	14.127	264.16	7.452	538.653	0	96.767	7.417	446	60.692	63.134
PLK1	126.982	68	1.535	10	0	18.572	2	32.915	361	7	4.369	23
NLRC3	4349.528	16173.879	90870.618	522.135	23792.818	28830.382	5511.43	3	31219.987	10233.084	43227.219	1
WDR75	395	0	31.956	0	293	17.815	45	423	145.324	42.122	270	15.107
ZNF14	39	1	4.738	0	0	2	0	0	30.148	0	7	2
COSA1	9.685	2.963	2	3	0	0	1	9	11.175	1	200.952	63
DJC16	0	0	3.415	0	2.379	4	0	1.968	3.9	10.532	28.287	11
DAXX	404.349	108.159	136.271	48.327	277.85	67.06	271.756	6.26	584.52	101	5.531	89
F264	2.404	3	15.418	0	0	28	12	50	8.621	2.483	50.224	147.759
DTX2	28.406	0	99.928	176.962	45.225	47.886	73.252	194.348	292.077	216	12.234	34.444
TBC16	44.124	167	154.319	18	32.654	86	11.484	542.561	3.838	165	30.457	58.761
DHB4	45.433	11	1530	912	576.451	517	732	12.037	1410	1	798.31	320
DLK2	58.951	105.883	17.647	160	103.197	1	0	4.711	2.081	106.513	98.142	149.315
VP26C	42.744	308	6.564	14	82.422	113	202	11.598	735	247	292.594	34
BAHD1	133	63.07	24.162	20.677	3.055	4	0	359	39.865	9	261	0
MCE1	23.909	0	6	8	0	2	4.324	5.963	4.463	3.433	3.792	19.273
HDAC8	113.567	13.523	160	6.027	42	80	64	784	24.571	41	154	108
ERCC8	0	22.166	0	83	84.795	0	79.841	191	5.407	3.94	2	16
MAOM	23.633	67	465	2	187	27.491	142	15.985	116.109	24	13	0
IOD2	8	18.345	201	1	715.424	21	24.603	5	18.718	0	24	1.122
CCD12	199.843	119.931	375.381	65.475	57.079	164.787	0	28.074	112.609	395.437	471.051	195.539
DPOLL	0	122.192	59.932	0	13.855	93	0	16.748	80.939	65.446	130	0
MYOZ1	1.613	2555.445	7.307	5662.199	295.682	29.926	19492.536	297.824	16.609	202.234	6284.972	1479.177
RM40	68.437	101.831	10.691	136.881	291.843	0	97.369	0	259.605	129.212	203.918	0
MEMO1	126.924	608.554	181.503	54.642	60.187	3.063	145.327	74.168	413.884	246	34.155	211.148
UB2D1	43	281.971	0	0	3.022	318.026	336.352	5.872	118.189	290.626	16.63	149
SCG3	11	6	3.586	1.093	0	0	0	20	12	0	13	9
LRC8C	2.252	1	1.367	1	0	4	0	2	2	1	5.172	6.195
SMYD5	53.293	111	57.012	105	103.507	0	0	841.313	36.702	201.809	380.266	2.169
SNX4	258	311	6.675	133.954	555	0	72.753	355.181	269.95	288.302	635	260
GA2L1	82.986	16.663	496.366	1.076	112	0	0	694.908	2353.585	93.262	5.879	44.318
VNN3	572	70	0	178	2892.033	582.826	179.047	0	1	281.169	0	41.442
CB042	82	1	5.66	0	0	19.516	0	0	219.928	0	5	97
WDR91	5.618	6.444	10.039	9.769	1.969	49	1.154	64.885	10.109	145.401	26.847	167
TM40L	57.888	0	44.89	246	338.823	250	342.951	0	85.356	113	1127.384	239
CREB1	33.971	8.668	39.296	189.078	0	35.826	1	194.731	16.236	4.988	89.221	64
THOP1	0	34.578	2.058	175	211	235	312	6.65	547	1	366.108	176
SCNND	226.217	0	11.035	4	0	0	0	0	21.378	0	45.043	7.326
TDRD3	236.077	15.614	13.143	78.81	0	94	70	19.512	0	7.887	348.932	26.275
CI016	479.834	229.386	59.962	357.856	0	246.514	231	88.399	492.503	7.292	0	153
K1143	109.503	257	96.388	166.485	26.538	48	125.892	920.511	13.008	120.333	546.444	151
KTNB1	38	3.513	29.515	49.621	32	72.319	18.399	348.814	24.132	101	100.333	121.374
AATF	227.246	131.356	154.855	160	80.18	21.241	1	17.178	426	104	234	21
IKKA	264.73	75.269	544	160	34.054	145.343	0	2.056	86.569	1	452.764	81.865
GDPD2	195	0	0	61.026	126	127	0	35.629	73.795	1.239	1.244	0
SMI19	38.762	2.783	0	0	0	37.724	0	3.378	6.665	151.868	0	165.227
PTCD3	9.481	19	110.697	175	187	23.912	179	102.254	127.375	155	164.304	180.894
DIAP3	5	0	7.789	0	7	1	0	8.412	4.561	1	0	4.66
OXR1	408.739	91.651	580.878	0	3	533.529	384.349	0	8.761	1.503	480.803	303.644
DLDH	462.7	1342.76	2247.075	1393.589	338.57	3898.675	1951.742	20.344	2528.741	2038.941	2389.507	0
FPPS	264.603	147.263	1340.354	655.399	0	1694.261	113.121	118.846	2299.673	45.345	2129.012	1585.062
RN146	250.157	0	460.213	184.032	316	49.97	23.667	554.832	153.723	227	629.013	484.3
RIPK2	37.516	22	10.398	3	114.471	66.919	110	19.787	32.648	0	284.055	78
AIFM1	218	59.193	103.537	213.223	90.488	3.423	193	108.764	4.29	0	235.525	193
PRP4	7.719	55	50.882	314.014	29.17	13.757	59	285	58.427	2.986	6.001	73.684
CCN6	22	8	91.672	36.378	0	1	4	7.405	4	126.018	5.002	0
LYPA1	211.224	574.272	38.42	937.882	42.376	89.936	750.137	16.444	64.425	1.382	14.606	336
APBB1	3.152	144	7.807	161	181	19	150	222	334	0	3.985	149.032
LAD1	617.838	36.256	755.992	313	1047.507	0	201.374	210.136	313.763	364.825	760.624	0
CR3L1	57	15	11.499	111.346	2	2	0	4.376	5	128.431	1036.14	2
SDCG8	0	0	4	0	0	2	0	6	12.425	88	67.358	5
CAVN3	139	91	0	197	254.445	243	94	489	431	99	244.001	128.873
SNX30	72.548	80	42.02	68	60	9	1	18.211	36.877	9	111	0
RARG	857.82	93.746	190.503	888	1858	73.168	391.013	5.362	3362.958	98	207.61	442.465
TACD2	1916.055	3122	6395.848	1627.385	2809.228	1639.355	469.707	12389.8	8135.612	1327	2660.495	2017
CLIP4	2113.864	1041.093	74.626	71.427	56.812	685.028	379.989	1245.387	1328.897	29.646	83.93	554.776
CXB5	1390.41	272.713	16.703	0	0	460	30.048	61.835	1311.293	77	173.765	0
ANO10	394.243	44.202	22.448	234	413.566	12.906	421.587	6.59	266.9	184.393	541.961	62.345
PAQRB	21.447	307.766	150.564	16.723	71	40.238	90.031	1	22.704	102	6.988	3
TSK	301.687	563.439	1701.438	296.888	1944.449	62.249	60.796	0	300.127	159.763	5	193
FSP1	1	475.415	52.46	184	154	154.727	1	9	162.673	0	10	0
RARB	2	16	6	7	2	19.833	281.611	5.636	34	83	180.766	2.445
GTR5	2218.113	3.48	1104.644	85.925	35.57	1086.004	2942.016	4	1.803	0	281.319	1
TUFT1	1.212	528.859	13.968	173.942	5.115	667	90.141	856.539	28.835	229.858	130.476	261.73
IRAK1	29.599	913.027	150.187	807	503.433	1161	221.61	13.981	36.174	628.124	132.354	524
ZN396	5	15.493	1.355	0	1	0	0	0	1.304	0	0	0
ZBT14	0	29	0	7.288	3	2	0	1.373	118.283	2	5.071	1
KAD4	143	29	7	49.06	1.68	1	1	11.275	0	0	8	5
DLX3	687.639	174.041	550.608	283	214.51	402	83	367.767	27.883	0	18.792	378.543
ZSC20	5.31	0	0	16	3	1	6	0	7.387	0	5	2
B2CL1	613.212	421.88	178.38	16.979	554.014	416.088	298.828	897.846	173.836	731	92.142	213.437
TCAM1	0	98	24.801	94	10.295	120	14	230	35.336	0	247.142	0
COIL	9.956	4	47.574	0	1	13	4	10.73	10.182	2	1.615	32.75
TECT1	17.851	25.542	0	1.877	0	4	0	19	6.284	106	3.55	0
ZN367	1	0	4.718	0	79	0	6	5	0	0	6	0
1A03	14.687	1.333	11.191	4	16.674	0	4	8.605	467.926	26.427	969.428	0
HLAA	0	0	1150.098	3.249	1	0	19.99	0	0	0	0	36.924
DNJB5	86.487	517.246	38.014	319	332.092	493	311	7.182	198.949	102.828	20.345	162.19
HSP71	1042.968	689.707	41.992	164.206	105.933	59.71	148.997	5.452	2271.651	73	325.724	356.291
ZC3HD	15.442	250.606	17.302	9.129	20.669	113	18	143.248	354.898	190	18.058	0
G137A	15.454	83.061	107.097	7.075	18.634	50.16	15	1.179	10.336	38	52.033	7.933
BAG3	1125.472	1758	8.001	749.463	771.343	818	1273	2937.774	2211.422	579.027	37.694	958
RAB38	465.201	575	777.821	10.234	130.144	5.306	259.258	601	29.89	147.465	408.151	17.975
RTL3	0	36.751	5.122	348.627	4	43.297	23	28	1.008	35	0	118.798
MITD1	718.959	0	66.484	119	2.086	44.047	9	14.843	15.845	4.927	72.016	19.846
ZPR1	283	81	42.107	101.001	5.957	82.331	62	56.347	56.749	109	273.516	28.264
TRPV2	128	24	7.902	0	2.067	0	0	12.124	3	0	6	0
GLI3	1	1	7.878	1	5	2	5	1	14.484	1	9	0
KLK14	1238.98	273	2123.435	4996.648	6423.502	30.195	605.488	2752.116	1353.332	1777.892	13	5962.341
TM10A	29.031	0	17.056	0	3.269	2.61	10.264	4.686	0	0	7.162	20.815
ENPP5	170.511	19	4	254	5	4.397	293	0	241.57	137.782	10.961	3
TMM62	6	4.104	5.035	158	3.448	3	0	5	18.383	136.804	125.556	72.639
FAN	558.384	0	552	78.476	0	772.882	311	445.947	3.71	0	387.056	365.43
GLT18	132	8	116.661	0	101.385	0	0	751.927	777.72	51.315	29.422	0
1433E	1618.606	116	804.031	41.166	45.398	4163.594	4428.118	34	16.002	1949.232	3558.694	485
TRI16	134.537	1773.028	23.287	10.157	1065.486	26.146	726	524.805	2268	40.396	1436	400
DYM	721.055	169.692	1117.883	3	591	1.608	530.835	1503.236	3.545	272	1253.001	359
S2611	1.41	185	28.412	0	29	0	0	140.771	38.962	206	3.275	50.43
CD59	3735.643	5686.904	4773.879	121	50.504	2292.668	901.292	2277.836	4632.2	1748.742	1312.968	758.494
KNL1	15.898	0	1.286	0	0	0	0	4.487	6.792	1	5	0
CV039	2.311	3	177.449	0	1.612	4	12.041	9.658	4.756	3.318	109.937	1
BICRA	26	14	25.65	0	25	9	3	20.622	354.97	0	9.359	15
LEF1	0	0	11.957	5	3	6	0	7.604	3.314	17.905	8	1.304
KPRP	2565.551	564	26.098	1506.273	401	1478.451	238.507	1.163	4121	450	237	886
TDIF2	116.82	261	282.397	444	270	429	518.785	459.583	88.096	700.84	841.592	369
ZYX	63.41	9.782	6.179	0	291	5.782	14	1442.864	105.104	109	522.137	67.333
DC1I2	1170.883	605.545	543.238	311.666	488.992	650	648.706	191.603	49.344	400	0	542
HABP4	148	460.75	235.69	150	100.824	170	256	14.902	9.463	130.782	14.59	0
ANK3	15.108	52.289	4	2.08	120.656	67.529	10.931	17.16	17.925	10.926	2	137.038
ETV7	10	4	4.725	0	68	0	0	34.131	3.289	2	0	0
IRX3	0	73.461	56.154	34.695	14.495	2	73.77	34.903	48.745	25.706	0	0
CLN6	192	39	138.22	47.196	193.71	96	189	15.107	219	54	6.677	11.577
ANAG	30.032	48	38.209	21.672	1	1	3	165	14.492	2	32.776	55
MX1	83	6.001	3.44	10	3.065	1	2.404	1.168	62.419	869.831	338.213	154.022
MPPA	213.356	113.964	362.203	814	541	933	952	79.82	2149.863	13.376	14.756	116.125
FAKD2	0	231.384	26.293	20.001	13.833	52	161	14.839	235	78	24.597	50.434
ABHD4	539.433	362.06	153.129	901.606	42.988	222	317	709	462.272	296.487	70.226	248.56
MPEG1	2	5	5.337	50	0	0	1.275	3	2.001	0	4	9
CH037	9.548	60.174	0	54.869	0	2	2.641	5.312	48	0	0	20.407
T10B	61.729	32.774	13.688	19.889	155.572	108	29.723	71.12	84.951	62.711	57.245	47
CLN5	178.443	169	214	1.636	7.378	19	49.591	298	241.398	105	168	330
SGCD	131.678	158	61.081	99.658	341.939	239.548	568	9.662	17.97	0	430.044	26.626
RGS14	25.663	1	21.047	0	9	0	15.539	4.69	40.893	22.709	12	4
NP1L4	515.465	1544	765.556	471.736	16.004	294.964	612.138	134.912	577.847	1	80.638	33.625
FXL19	54	63.956	185.775	0	262	0	6	462	95.917	22.375	17.98	13.123
UBTD2	118.479	0	107	61.014	86	0	30	108.788	35.347	17.938	69.126	0
GALC	9.182	5	0	29	18	2	1.669	0	5.021	2	6.631	1
P3H1	106	2	23.501	54	102	15	4.632	3.246	3.956	7	17.775	42.909
RAB24	183.101	195.221	11.562	170.17	1620.723	285	59	51.348	661.319	105.192	46.269	30.304
GTD2B	130.775	2	3.294	74.162	4.287	1	21	3.879	0	0	20	0
ETV4	140.873	0	10.742	1.226	142.464	34.087	6	181.172	2.082	117	174.716	0
MTMR9	52.103	2.357	39.233	2	65.423	27	1	2.36	8.279	3.155	5.979	0
LYVE1	147.03	36.457	446	189	5	0	13	0	5.171	0	116.073	159
ANC2	61	0	12.269	124.706	28.393	242	0	29.377	551.477	220.031	42.215	80
PSN1	85.835	68.087	0	18	744.048	208.135	0	595	18.368	403.442	897.82	278.117
UB2J1	178	218	54.239	302.05	309.506	243	140.867	150.592	1013.714	189.193	1093.728	2.156
TIGAR	180	677	45.788	74	0	39.228	0	5.792	89.471	143	81.635	263.54
CC14A	19	23	7.952	54.011	187	5.564	2	26.569	167.908	13	503.923	2
PRS10	0	1377.487	1854.525	63	943.427	1608.642	108.863	174.48	3	803.099	959.365	683.765
ANXA9	11.785	0	17.913	71.364	40.802	1	1	0	179.874	0	1	33.559
MMRN2	7.187	347.234	467.593	69.031	211	165	187	254.248	112.969	134	2.234	482.419
F217B	28	2.669	33.84	10.495	7	3.35	8.443	20	154.154	37.477	7	1
CPXM2	0	41	6	5	0	1	1	0	7.301	0	3	5
PSD13	0	113.568	2061.137	787.803	923.922	745.409	684.98	2610.55	1610.92	393.854	1176.076	2.194
LIN9	3.555	0	18.728	8	63.098	3	1	15.707	18.482	0	4	0
PTTG	550.26	0	1749.246	1093	773.698	230.688	409.265	3148.767	1801.184	1150	5377.539	1420.733
GATA	7.987	123.222	3.666	187.371	0	0	366.999	7.028	145	161	92.39	32
ZSC25	19	3	7.409	0	14	2.392	0	0	2.398	0	0	9.912
CAHD1	3	94.493	0	3	9	7.585	4.051	21.553	8.521	5	6	6
NICN1	44.182	0	4	6	5.16	1.675	40	0	89.289	0	123.1	2
ARRD2	53.454	329.986	232.474	413.111	5	48.226	77.447	10.465	0	64.643	66.92	61.144
PLD3B	2436.366	4514.916	831.391	2705.776	31.971	1231.523	3203.988	6518.429	7.716	2288.07	1100.034	767
HNRPQ	29.705	284.706	600.394	160	1651.31	747.661	423.087	678.744	218.432	125.079	154.226	24.348
DNJC1	11.433	133	20.761	0	17.714	144	0	199	96.294	294	725.002	9
PCLI1	10.068	0	14.829	19.748	16	8.856	2	0	9	20	146.778	82
EFNMT	0	2	6.341	5	29.644	37	0	26.069	13.212	7	98.992	0
PTSS1	401	98.916	1579.361	70.26	107.865	84.728	348	451.991	104.946	23.502	163.974	525.61
NAA60	0	75.174	533	278.353	116.701	42.07	46.084	7.831	10.921	154	128.911	98.96
BRD9	17.699	148.52	18.23	415.041	200.974	398.26	433	470.819	74.738	37.753	110.716	246.995
FST	45.554	2	18.179	40	0	96	22	7	4.537	0	80	41.797
F118A	282.698	32.128	8.875	99.792	2	48.784	4	2.45	109.883	207	46.114	44.342
MASTR	15	0	0	17	6.241	1	146	0	5.067	3.485	17.568	50
UCP3	301.055	723.815	747.14	397.989	78.664	365	4533.99	374.372	94.508	23	31.465	712.913
X3CL1	32	0	0	5.796	20.403	1	0	4.755	14	0	17.004	46
ZN215	21	0	0	0	0	0	0	0	0	0	0	0
PEX1	30.298	0	4	25.31	0	6.626	27.531	269.605	6.566	0	28.153	0
HMCN1	3.345	6	2.637	1.843	0	0	0	1.593	0	0	2	15.299
ANKY2	115	14.474	101.614	40.699	230	61	134	346	35.973	152	234.155	0
MAPK3	4.558	170.722	1696.468	1047	104.219	2478.922	20.561	163.796	163.398	455.04	75.979	968.445
FAF1	110.992	324	374.565	456.726	314.664	38.935	280.546	15.165	0	447.067	59.292	116.322
TIDC1	118.882	64.713	62.942	0	54	62	66.479	1.404	0	0	156.722	1.209
KBTB7	23	2	5.218	0	0	5.835	0	1.582	12.317	1	4.217	3
RF1M	0	0	92	62	19.14	10.753	91.939	0	3.519	0	5.157	0
FA50A	45.756	29.335	135.229	9.947	2	15.797	3.513	249.572	3	8.312	1.118	5.301
QTRT2	1.66	10	0	0	3	3	0	5.649	97.721	4.564	6	0
RL27A	0	2297.04	8919.549	1067.629	115	2128.983	12.239	17430.426	30	3596.875	6534.305	954.972
Z3H7A	0	294	562	480.231	58.95	154	47.736	210.516	130.627	235.648	575.291	119.3
ATG4C	12.636	99	0	1	22	7	4.968	62.166	7.774	89	106.89	5.718
PARP6	17.868	45.329	22.037	104.364	65	2	9.062	27.978	189.35	34	155.133	5.023
ZBED8	66.771	0	2.148	56	1	2.839	52	186.679	38.642	5	5	1
ABHGA	368.83	115.2	20.6	10.676	41.825	496.77	228	18.48	221.195	76.352	12.02	92.71
OLM2B	5	8.596	10.345	1.74	36	0	2	2.931	0	4.316	6	8
LSG1	13.055	123	16.141	2.267	0	51.556	3	397	386	71	170	47
PLD6	6.653	0	3.431	4.818	0	0	0	0	0	0	0	0
RHG07	3	9	1	5	7	18.87	5.062	4	5	0	14.516	4
TEC	55	5.701	186	14	154	123.142	11	1	0	0	8.644	4.2
DDX47	0	265	465	32.622	297.238	116.097	288.766	550	425.577	280.8	724.016	25
LPP	7.371	4	6.737	0	4	7	0	2	3	0	3.628	0
RTKN	4.042	331.385	0	49.815	0	55.146	301	88.508	213.472	107.418	0	148.622
CTDS1	562	483.478	1102	696	16.968	124.804	1224	123.693	1320.536	200.089	6	16.739
ZFP14	0	0	3.919	35.843	2.561	16	7	0	19.178	4	5	0
URM1	16.789	2.507	216.546	234	21.949	80	88	225.564	136.968	0	206	150
BFAR	23.053	143.526	0	204	2.307	3.907	103.707	0	28.6	6.176	575.025	105.155
CDKAL	145.459	7.408	8.02	6.984	142.156	8.19	0	5	210.944	61.775	93.584	9
DISP1	76	60.914	0	7.069	4.564	9	7.988	7.648	20.688	7.906	9	4
SC22B	322	250	575	435	211	127	300.865	10.797	241.826	290.521	780.823	232
RTL5	3	4	16	0	0	3	0	0	177.065	1	9	3
LMF2	23.403	2	41.192	1.083	91.608	28.173	1.088	8.062	233.624	89	92.591	176
CDCA7	186.404	14	17.105	6.045	169	12	6	7.515	3.496	0	10.481	2.494
LMTK1	14	14	0	21.018	4.19	6.235	5.629	27.292	5.769	0	41.649	3
ZN613	0	6	1.76	0	0	1	0	9.458	5.213	1.192	2.001	10
INT6L	2.121	5.796	1.461	7	0	1.425	1.488	12.596	3.515	2	4	69.879
UT14A	10.941	493	391.473	21.845	6.57	363.632	1	2	1334	284.796	8.094	126.361
ASH2L	330	248.8	213.744	184	87.04	139	0	264.681	331.05	201	452.634	88
NR4A1	9.533	4	13.091	105	192	860.979	169.728	25.103	1362.072	0	55.458	295
FKBP4	731.882	267.665	11.033	160	1996.294	307	399.165	3	578.956	402	542.566	469
TBA4A	445.875	2935.864	32.803	1408.003	295.817	10.981	733.803	5.55	6511.523	203.37	926.092	199.039
NFS1	195	508	336.956	185	40.051	0	359	1.081	329.482	348.31	938.206	482.426
TM11G	121	493.644	62.686	329.22	253.768	24.064	62.522	21.488	632.351	0	760.862	849.264
TMOD2	83.505	12	7.803	1	1	2	1	2	0	0	4	2
FMN1	11.837	0	4	0	0	0	0	2	5.781	1	5	1
LX12B	135	27.902	20.735	104.545	328.743	278.762	151	48.179	105.76	1.402	3.181	52.658
CP2BB	57.347	5366.579	6766.11	18.625	4153.677	1613.896	0	2	0	0	3	169.486
ZN341	4	3	12	2	1	7	3	0	7.085	2	22.622	1
XXLT1	0	2	2.407	16	62	7.287	10	3.773	105.228	52	377.842	25.67
CDYL	4.356	29.462	12.863	4.867	68.79	4	10	70.071	42.129	24.43	36.342	1
BT3A2	77.648	0	130.781	19.139	28.903	11.318	0	0	3	0	23.072	0
RPN2	528.219	261.429	8.448	469.436	901.226	150.889	65.689	13.527	606.28	253.049	1325.972	1
ASML	0	4.106	17.976	36.691	6.797	24.425	329.799	241	1.223	465.437	38.782	9
SHLD1	0	4	2.041	0	82.565	49	0	9.716	3.232	26	256.345	85
DNM3A	10.545	1	26	9	2	19	5.308	3.573	1.337	3	0	4.614
DCA13	37.017	292	443	255	208.766	159	174	442.437	607	26.114	18.111	139.232
TBB5	840.355	286.945	3.607	24.805	1220.219	32.838	98.236	27.711	2.446	1126.618	2.806	103
TBB7	840.355	563.578	3.607	4	1220.219	32.838	98.236	6	411.253	1126.618	3561.751	0
TOM1	0	228.869	922.355	607	269.957	539.76	458	1297.622	9	478	35.018	675
DDX50	44	6	33	9	5	13	14	8.959	31.186	105.018	33.022	126.796
JADE1	70.877	0	67.579	0	28.042	2	34.69	37.814	7.35	19	4.562	9
VPS25	160	209	703.189	126.697	192	274	224	28.542	9.054	118	0	173
MICU3	34.387	0	9.368	0	9	1.399	1.334	8	1.817	0	8	0
KLH22	178	88.423	296.134	175	78	104	230	369	0	91	553.363	145
AATM	121.234	8295.672	11695.44	71.231	680	7616.066	17429.676	6919.004	228.387	21.341	8735.411	4.229
TRM1L	0	31	3.876	50.414	15	2	113	1.178	6.93	79	21.251	0
HGH1	49.875	6.365	1.451	68	22.784	27.789	0	164.021	205.652	90	127	16.437
ARFG3	19	1	2.144	0	28.571	8	4.535	410	88.68	271	207.837	112
GAK1B	0	9	0	6	2	2	0	4	8	1	2.964	0
NDUV2	1440.988	1659.466	2599.027	997	1655.221	774.896	11.477	9.938	30.738	618.193	9.687	1383
RECK	11	40	6.386	0	2.308	2	0	0	4	0	5	0
PAIP1	1190.12	4.39	493.215	30.579	385.683	462	409.761	2.679	301.312	0	94.579	392.77
GRN	270.658	494.228	1448.155	1173	3.86	620	408.61	10.075	6.371	755.374	256.195	607
CDIP1	107.434	241.491	199.542	30.46	484	102.164	233.171	334	206.47	101.163	76.818	200.49
ZN180	17.063	1	176.002	0	8	0	0	16	22.316	5	5	8
CEP70	19	3	0	60	13.121	2.342	0	137.71	4.278	6	16	1
SCN7A	1.124	613.355	9.914	4	0	2.858	278.417	11.462	1464.233	22	132.039	7
MYADM	185	13	143	94	90	15	10.78	278	18.587	0	173.003	75.045
SUCB1	366.95	1716.776	5084.884	399.036	4642.447	2202.615	299.745	17.173	3.375	626.314	4	175.018
OFUT2	274.016	212	24.561	103.881	11.605	18.718	77	262	7.235	119	329	172
ZN410	100	12.705	22.75	0	39.189	81	94	16.849	21.948	7.57	330.465	130.285
KLF15	131	196	34	157	1.813	43	100.056	27.352	115	163	40.449	6
EDNRB	77.011	61	25.462	9	104	0	2	0	31.439	2	8.651	495
SC6A9	59.532	178.457	30.901	183	8.757	29.262	6.482	403	181.676	144.375	53.611	11
ZFPL1	75	0	28.024	225	76.553	36.381	2.262	38.955	2	91	285.77	61.711
DDX1	0	544.09	4.952	1158.264	1154	32.544	452	1730.406	421.231	872.972	32.635	305.949
DRAM2	14.358	312	119.73	323	578.036	187	247	111.698	6.395	0	233.669	98.582
BUD13	37.578	75.402	281	8	107	9	55	17.551	0	76.667	0	0
CCPG1	75.747	55.143	216.288	71.708	880.402	91.912	588.438	146.882	160.615	94.194	1066.613	315.166
TTF1	18	6	3.574	11.273	215	11	2	22.311	10.817	7	173.333	145
TPA	18.552	90	49.691	12	34.755	0	0	13	40.984	19	7.598	0
MSH3	16	0	4.698	1	0	5	1	1	8	1	6	11
LICH	117.047	78.267	3.406	190	198.118	140	32.271	0	265.238	68.739	2.809	12
TBX2	12.292	2	11.399	36	15	70.771	1.863	1.881	0	0	3.39	40.132
XRCC5	118	0	13.158	0	20	111	6	66.853	287	7.273	24.121	0
ZN251	1.823	13.539	0	131.941	15	23.05	91	239.417	8.816	97	62.574	0
F133B	146	0	212	96	141	0	78	191	13.211	13.167	291	117
ZN181	0	44	3.268	0	15	0	0	0	3	59	1.32	7
DCAF4	30.559	4.662	15.474	0	0	3	3.765	158	34.099	3	0	60.217
ZN786	3.5	0	2	6.988	3	4	6	0	6.38	10.069	262	0
RBM18	405.213	472.672	118.1	267	454	382.075	239.572	72.257	14.22	29.627	173.446	120.101
RHG19	31.391	5	13.202	0	7	17.363	41	2	17.337	1	6	5.224
NF2L2	462.42	3288.688	1483.917	538.613	2685.942	220.476	426.974	0	1204.207	2976.906	4	455.008
RT25	350.506	28.672	777	97.285	585.677	284.04	31.612	28.14	538.941	148.765	14.385	219.502
CFA43	14.778	0	4	0	0	0	0	3	0	0	5	1
MTF2	34.705	0	46.695	1	46	2	0	35.684	8.13	7	7	0
ENY2	157.701	206.274	223.488	39.672	236.924	49.2	73.076	58.36	195.496	99.073	10.106	0
MCCA	30.434	13	183	221.583	4.102	4	122.805	30.547	83.685	30.813	47.831	7.719
FBX3	144.637	89.073	24.606	713.298	161.482	148.988	187.383	33.905	265.511	173.481	199.374	157
AR6P6	94.239	18.062	0	68	120.98	1.787	59	70.464	41.915	17	6.843	12.308
RBM14	39	144.674	340	109.492	0	45	14.716	63.573	79.756	6.277	24.768	32.369
APTX	27.929	1.191	18.748	50	47.281	12	2.216	22.74	85	4.378	56.699	49
